	name	residence	current_location	company	birthdate	sex	blood_group	race	ssn
2345	Patricia Jones	"5807 Ian River
West Brandon, HI 04963"	(Decimal('-44.994841'), Decimal('-4.572025'))	Reyes and Sons	08 Apr 1993	F	AB-	White	842-60-2746
2346	Cassandra Velasquez	"82000 Michele Highway Apt. 007
Medinabury, MD 42182"	(Decimal('7.7145795'), Decimal('121.174980'))	Jones, Williams and Jones	12/19/1969, 00:00:00	F	B-	White	273-70-2177
2347	Ann Valentine	"979 David Squares
Jeffreyborough, MA 78146"	(Decimal('-71.4794655'), Decimal('172.681725'))	Mullins Inc	23 Sep 1969	F	O-	blsck	722-60-5894
2348	Paula Brooks	"2602 Pacheco Corners
Anthonyfort, KY 24256"	(Decimal('-52.6201175'), Decimal('34.123194'))	Phillips-Kelly	2003-07-27	F	O-	White	278-59-9208
2349	Barbara Chapman	"62991 Donna Walk
Pinedastad, NV 31534"	(Decimal('2.7372625'), Decimal('141.549214'))	Little-Sheppard	02/20/1981, 00:00:00	F	O-	Black	745-13-3924
2350	Edwin Wells	"4774 Taylor Avenue Suite 267
New Brandonchester, ME 40988"	(Decimal('72.1390295'), Decimal('-56.259735'))	Johnson, Montgomery and Lopez	1958-12-19	M	B-	Indian	613-61-7678
2351	Kimberly Williams	"69466 Kristin Rapid Apt. 206
New Maria, MA 33239"	(Decimal('-14.926724'), Decimal('143.629943'))	Gonzalez and Sons	1964/09/06	F	O-	Asian	578-08-0820
2352	Barry Morrison	"473 Myers Prairie
Brownshire, NY 55282"	(Decimal('-65.9190025'), Decimal('20.231865'))	Green, Kim and Anderson	1973-12-29	M	O+	White	681-63-9340
2353	Patricia James	"10974 Salinas Parks
Tanyahaven, RI 65413"	(Decimal('-62.0181905'), Decimal('-88.328540'))	Wood, Lewis and Todd	03/07/1995, 00:00:00	F	AB+	black	652-99-6738
2354	Mary Jackson	"USS Ramos
FPO AE 61058"	(Decimal('-9.809210'), Decimal('120.611991'))	Blankenship LLC	1933/04/18	F	O+	Black	072-21-4271
2355	Joshua Stevens	"USNV Salazar
FPO AA 22698"	(Decimal('39.0504385'), Decimal('-137.539383'))	Jackson Ltd	14 Dec 1996	M	B+	White	290-50-7832
2356	Anna Hicks	"7439 Wilson Springs Suite 729
Lake Jessica, AZ 17729"	(Decimal('-20.5991695'), Decimal('156.143309'))	Goodman, Miller and Livingston	08 Sep 1949	F	B+	Black	374-60-7248
2357	Jack Blair	"82633 Beverly Hill
New Kristenborough, NE 24538"	(Decimal('-46.783520'), Decimal('-96.464532'))	Miller, Dixon and Wiggins	1992/12/20	M	A+	Asian	110-11-4457
2358	Dawn Bird	"3287 Benjamin Overpass Suite 451
Rasmussenland, NJ 30658"	(Decimal('-26.0192905'), Decimal('-43.919591'))	Higgins, Bright and Le	2000/11/24	F	A-	Black	596-62-0861
2359	Carrie Adams	"613 Yolanda Brook
Lake Alexander, WV 39550"	(Decimal('43.7389715'), Decimal('-148.895233'))	Gomez-Dickerson	15 Feb 1962	F	A-	Black	488-15-0445
2360	Kathleen Hamilton	"38421 Gaines Well
Richardville, SC 72431"	(Decimal('-66.322069'), Decimal('-143.869010'))	Brady, Rivers and Hicks	1919/06/17	F	O-	Black	693-23-9603
2361	Ashley Madden	"PSC 8003, Box 2124
APO AA 77853"	(Decimal('-67.0080565'), Decimal('10.573813'))	Torres, Moran and Arnold	21 Mar 1923	F	B-	White	122-83-0892
2362	Molly French	"172 Warren Vista Suite 019
Adamstown, DC 86082"	(Decimal('60.1958145'), Decimal('132.221646'))	Perez Ltd	28 Sep 1984	F	B+	White	252-57-1365
2363	Brittany Smith	"266 Perez Stream Suite 102
South Shawn, NY 20837"	(Decimal('-58.347664'), Decimal('-159.916622'))	Macdonald-Hughes	07/03/2014, 00:00:00	F	A+	White	534-32-0330
2364	Paula Miller	"Unit 0116 Box 2294
DPO AE 85204"	(Decimal('73.3486065'), Decimal('162.835569'))	Smith-Choi	31 Dec 2015	F	AB+	White	277-58-9555
2365	Mr. Vincent Raymond	"PSC 8374, Box 9272
APO AA 14861"	(Decimal('26.373434'), Decimal('-36.361829'))	Collins-Perez	1930/01/30	M	A-	Black	552-92-4913
2366	Brenda Hutchinson	"00786 Perez Island
New John, DE 83474"	(Decimal('-7.401171'), Decimal('-58.396992'))	Greene-Baker	2002-10-15	F	A-	Asian	205-54-7166
2367	Melissa Gutierrez	"7244 Ricardo Views
Timland, NV 69817"	(Decimal('33.5026545'), Decimal('-61.905984'))	Smith and Sons	11 Apr 1996	F	B+	White	586-65-4893
2368	James Washington	"173 Hale Plains Apt. 311
Jonesview, OK 75510"	(Decimal('-88.2128005'), Decimal('-69.622090'))	Smith-Cunningham	1999-06-06	M	AB-	White	196-83-5797
2369	Andres James	"88949 Makayla Track Suite 726
South Sherriville, WY 69446"	(Decimal('55.2990335'), Decimal('-3.093722'))	Franco-Simon	20 Jan 1982	M	O-	White	664-21-5995
2370	Michele Hurst	"54983 Marsh Crescent Apt. 117
East Joshua, ME 26616"	(Decimal('-28.347669'), Decimal('43.969648'))	Shah-Dennis	1991-07-02	F	AB+	Asian	746-31-5367
2371	Heather Wilson	"USS Escobar
FPO AE 49430"	(Decimal('-6.045003'), Decimal('-70.076313'))	Rogers Ltd	06 Apr 1963	F	B-	White	130-26-0989
2372	Anthony Roberts	"PSC 2916, Box 3683
APO AE 83721"	(Decimal('59.4245435'), Decimal('-139.343790'))	Thomas-Carlson	29 Apr 1925	M	AB+	black	121-35-6554
2373	Yolanda Johnson	"40801 Morris Valleys
Cookstad, IL 35269"	(Decimal('25.982618'), Decimal('7.111730'))	Donovan, Johnson and Morrison	05/11/1907, 00:00:00	F	AB+	Black	372-39-7361
2374	Terri Martin	"007 Shelia Spring
Campbellhaven, KY 65004"	(Decimal('-6.3927825'), Decimal('-8.478733'))	Walsh Inc	1955/02/19	F	AB-	White	689-93-9374
2375	David Morgan	"44979 Jessica Green Suite 905
Kellyton, AR 15072"	(Decimal('55.268297'), Decimal('25.259090'))	Kelley Ltd	28 May 2011	M	AB+	White	461-06-4296
2376	Stephen Simmons	"38288 Ortiz Mount Apt. 277
South Brandonshire, NM 36610"	(Decimal('60.838969'), Decimal('-58.454938'))	Woods-Jackson	1922-05-29	M	A+	Black	212-04-1080
2377	David King	"74745 Cynthia Mall
Jacobsland, AL 82353"	(Decimal('66.4906795'), Decimal('156.191823'))	Jacobson Inc	22 Feb 1964	M	A+	White	871-72-6519
2378	Jessica Lucas	"75814 Lopez Motorway Apt. 369
Emilyfort, GA 42976"	(Decimal('-26.866949'), Decimal('152.388621'))	Turner Ltd	1912-10-30	F	A+	White	136-46-9037
2379	Jared Stevens	"88823 Gary Dam
West Erikaport, IL 03262"	(Decimal('74.815002'), Decimal('-121.903792'))	Reynolds-Griffin	03/22/1972, 00:00:00	M	O-	blsck	603-14-1889
2380	Cassidy Giles	"91813 Evans Haven Apt. 460
South Christopherland, NY 26702"	(Decimal('-34.710160'), Decimal('-102.743600'))	Mcgee, Moon and Lindsey	18 Aug 1940	F	A+	White	712-57-6759
2381	Steven Thompson	"9046 Patrick Grove Suite 094
Patrickfort, WV 46156"	(Decimal('84.640541'), Decimal('167.195266'))	Clarke-Thompson	05 Nov 2015	M	A+	White	617-85-0886
2382	Thomas Long	"138 Clark Manor
Rebeccashire, NJ 07936"	(Decimal('-4.9401745'), Decimal('17.162789'))	Rice PLC	1956-05-12	M	B+	White	545-64-8451
2383	Jessica Craig	"80503 Daniels Islands Suite 961
Lake Scottchester, NV 48852"	(Decimal('-28.9261645'), Decimal('-117.074638'))	Manning, Bartlett and Bruce	24 Oct 2018	F	B-	White	677-69-9348
2384	Rachel Mays	"PSC 0533, Box 5546
APO AA 71181"	(Decimal('-61.0400855'), Decimal('24.663565'))	Randall Ltd	20 Aug 2010	F	B-	Black	548-46-3855
2385	Tina Kelly	"278 Wells View Apt. 772
Kimberlyborough, NM 02443"	(Decimal('85.1812435'), Decimal('-60.191564'))	Hill LLC	1938/08/19	F	O+	White	897-58-6959
2386	William Anderson	"895 Anthony Court
Joshuaberg, TX 07193"	(Decimal('88.114402'), Decimal('-91.734639'))	Petersen, Landry and Brewer	05 Oct 1962	M	B-	Asian	238-13-8856
2387	Terry Aguirre	"82841 William Mall Apt. 208
South Katherinefurt, AK 59827"	(Decimal('-47.213188'), Decimal('-124.143291'))	Larson, Barnett and Thornton	1988-11-16	M	AB+	Black	163-66-0252
2388	Drew Silva	"47815 Antonio Mountains Suite 599
New Alison, HI 15308"	(Decimal('50.935056'), Decimal('-154.196318'))	Morris-Page	04/18/1970, 00:00:00	M	B-	Indian	049-75-6731
2389	Denise Johnson	"03288 Dean Cape Suite 420
Romeromouth, NM 38780"	(Decimal('63.7609625'), Decimal('121.011841'))	Oconnell, Ewing and Boyle	01 Dec 1928	F	A+	Black	270-86-1933
2390	Tim Wilson	"82101 Brittney Path
New Jason, SC 65216"	(Decimal('-50.187766'), Decimal('-109.208166'))	Strong and Sons	1941/06/12	M	A+	White	237-85-7655
2391	Austin Cox	"007 Taylor Lodge
West Edward, AK 78262"	(Decimal('41.333645'), Decimal('88.321610'))	Berry-Harris	05/01/1966, 00:00:00	M	O+	White	119-49-4515
2392	Elizabeth Gonzalez	"990 Fields Throughway Suite 011
Lake Briana, MT 12531"	(Decimal('8.404619'), Decimal('51.344412'))	Duncan Ltd	1907/04/10	F	O+	White	439-16-4031
2393	Summer Houston	"811 Ricardo Lake Apt. 129
South Nathanburgh, VT 50446"	(Decimal('-19.4737735'), Decimal('133.141887'))	Ramirez PLC	07/25/1960, 00:00:00	F	AB+	Indian	460-36-4080
2394	Joseph Ayala	"Unit 7003 Box 2039
DPO AP 24024"	(Decimal('-4.9672505'), Decimal('169.227577'))	Davis and Sons	2015-08-02	M	O+	Black	449-41-4297
2395	Amber Price	"5482 Chris Pass Apt. 781
Keithborough, MO 19863"	(Decimal('47.1540785'), Decimal('12.038040'))	Anderson-Ramsey	17 Nov 1956	F	B+	White	882-33-9141
2396	Michelle Ellis	"2403 Smith Ports
New Jennifer, CO 49397"	(Decimal('-59.3059745'), Decimal('85.395338'))	Williamson-Morales	2019-06-30	F	AB-	White	692-20-0145
2397	Melissa Thomas	"740 Theresa Fort
West Michaelburgh, AK 51478"	(Decimal('22.664716'), Decimal('-55.056317'))	Nguyen, Malone and Johnson	18 Jul 1987	F	A-	White	492-39-1654
2398	Shelia Adams	"PSC 7778, Box 9308
APO AP 74834"	(Decimal('-79.1372925'), Decimal('-35.359748'))	Morris, Stewart and Johnson	02/01/2001, 00:00:00	F	O+	White	682-98-4526
2399	Martin Davis	"54292 Paula Landing
Lake Christopher, TX 11185"	(Decimal('54.1480565'), Decimal('57.045837'))	Harris, Clark and Hudson	1949-01-23	M	AB-	White	123-11-4382
2400	Gregory Henderson	"USS Bowers
FPO AE 27180"	(Decimal('60.0384445'), Decimal('7.577460'))	Newman, Martinez and Stevens	1992/09/21	M	B+	White	275-01-5723
2401	Anthony Mccoy	"Unit 3320 Box 7991
DPO AA 84408"	(Decimal('20.7937705'), Decimal('-78.947347'))	Gillespie-Cervantes	1975/01/09	M	B-	White	560-41-7822
2402	Todd Jensen	"4532 Whitaker Loaf Suite 694
Sharonland, FL 50821"	(Decimal('23.807031'), Decimal('156.031306'))	Gibson Ltd	1957/11/28	M	O-	White	333-86-9651
2403	Robert Hansen	"57002 Miller Lights
New Lisa, WI 03400"	(Decimal('7.9168625'), Decimal('-169.077820'))	Rios Group	01/01/1937, 00:00:00	M	AB-	Asian	521-76-0774
2404	Kelsey Coleman	"USS Gonzalez
FPO AE 09646"	(Decimal('64.6502235'), Decimal('-96.293748'))	Peterson, Lawrence and Cunningham	02/05/1911, 00:00:00	F	B-	White	064-68-7008
2405	James Black	"0168 Shawn Circle
East Kayla, IL 32584"	(Decimal('85.7881735'), Decimal('-105.401345'))	Melendez, Vaughn and Watts	12/12/1950, 00:00:00	M	AB-	Hawaiian	451-42-8835
2406	Joshua Gutierrez	"05341 Matthew Forest Suite 205
Gonzaleschester, MA 37529"	(Decimal('-0.414187'), Decimal('171.566633'))	Gonzales, Briggs and Anderson	1981-07-25	M	A-	White	760-97-3140
2407	Janet Reyes	"3480 Thomas Plaza
Aaronstad, NV 54146"	(Decimal('-50.833362'), Decimal('-38.489854'))	Rogers-Hoffman	30 Nov 2009	F	B-	White	403-68-4004
2408	Janice Rogers	"5128 Brandon Springs Suite 081
Alexanderport, SC 92767"	(Decimal('-36.216242'), Decimal('-22.851713'))	Brown, Mitchell and Hernandez	1924-05-22	F	B-	White	103-96-1035
2409	Emily Clements	"13685 Martinez Valley
Lydiachester, OK 14248"	(Decimal('-4.946067'), Decimal('71.756732'))	Conrad-Hayes	31 May 2013	F	B-	Indian	856-32-3269
2410	Danielle Krause	"0767 Jacob Plaza
Port David, AL 59399"	(Decimal('-1.125694'), Decimal('-152.623544'))	Walker and Sons	1912-12-12	F	B+	White	500-77-3272
2411	James Howard	"0522 Roberson Mission
East Brianberg, NY 64916"	(Decimal('-0.8775665'), Decimal('49.067561'))	Peters-Knight	2002-12-12	M	O-	Hawaiian	236-24-3937
2412	Robert Wilson	"7855 Shaw Drive Suite 136
Port Jontown, NY 01286"	(Decimal('5.5237185'), Decimal('-102.131509'))	Collins, Wood and Murray	1943-05-24	M	O+	White	206-82-2606
2413	Benjamin Rhodes	"1158 Michael Flats Apt. 088
Port Josephside, MT 40530"	(Decimal('-22.6958635'), Decimal('116.397947'))	Miller, Keller and Hancock	02/05/2013, 00:00:00	M	B+	Black	446-74-8263
2414	Jonathan Young	"3078 Justin Station
Christopherton, OH 70925"	(Decimal('-13.1516745'), Decimal('144.231123'))	Day, Callahan and Frederick	2012/07/10	M	A-	Black	174-51-6946
2415	Elizabeth Cooper	"64194 Stephanie Mountain Apt. 209
Laurenberg, OH 84196"	(Decimal('17.7494595'), Decimal('92.800175'))	Reyes-Benson	1940-09-12	F	A-	Black	832-05-8820
2416	Haley Calhoun	"082 Paul Gardens Suite 065
West Jacqueline, AR 62874"	(Decimal('11.6264065'), Decimal('17.147574'))	Allen, Stanley and Nixon	1991/02/14	F	A-	Black	594-78-1341
2417	Samuel Webb	"23182 Daniel Inlet
Johnathanport, IN 48220"	(Decimal('-51.3924975'), Decimal('-58.124205'))	Crane Group	06 Jul 1986	M	AB+	Hawaiian	424-16-4464
2418	Alan Kelly	"9561 Hayden Brooks
North Kristen, WV 08993"	(Decimal('84.6626425'), Decimal('-177.436518'))	Nelson-Miller	27 Feb 1948	M	O-	White	223-82-2041
2419	Robert Marquez	"28046 Brian Stream Suite 176
Millerport, SD 93216"	(Decimal('-31.4205065'), Decimal('-33.131347'))	Watkins, Stephens and Hogan	1921/03/25	M	O-	White	350-54-6548
2420	Chase Morgan	"846 Hill Drives Apt. 343
Holdenmouth, AK 53103"	(Decimal('43.143892'), Decimal('90.576543'))	Marshall-Johnson	1966-01-19	M	O-	Asian	270-70-5220
2421	Susan Curtis	"3424 Garrett Center Suite 104
South Charlesberg, ID 93371"	(Decimal('-86.6317125'), Decimal('51.693189'))	Garner and Sons	11/08/1940, 00:00:00	F	A+	Black	593-65-1442
2422	Zachary Smith	"83498 Martin Motorway Apt. 042
Hessshire, NY 29180"	(Decimal('42.4748395'), Decimal('-43.485775'))	Thomas-Hansen	05/31/1939, 00:00:00	M	AB+	Black	392-64-4658
2423	David Castillo	"1025 Hood Roads
Josephburgh, MA 83125"	(Decimal('66.310214'), Decimal('-144.352166'))	Fisher, Barnett and Reese	1961-01-23	M	AB-	White	312-92-4624
2424	Matthew Thompson	"641 Ross Shores
South Jillview, WI 33469"	(Decimal('-70.231266'), Decimal('131.323559'))	Bailey-Hernandez	1988/10/08	M	A+	Indian	125-26-0694
2425	Robert Wright	"5508 Key Hills Apt. 583
South Cody, ND 59056"	(Decimal('-34.810411'), Decimal('157.053795'))	Lowe PLC	1989/10/05	M	B-	Black	819-65-2043
2426	James Smith	"262 Mercado Square
Smithton, CA 08355"	(Decimal('88.252061'), Decimal('-92.024138'))	Taylor Ltd	1998/12/13	M	B+	Indian	029-33-2971
2427	Michelle Ortiz	"USS Ortiz
FPO AE 82725"	(Decimal('58.9057685'), Decimal('-168.846686'))	Vaughn-Jordan	12 Apr 2014	F	O+	white	233-48-2485
2428	Joseph Gibbs	"67082 Hodge Drives Suite 175
Vancechester, MA 60971"	(Decimal('-52.1973745'), Decimal('98.163183'))	Alvarado, Reese and Thomas	03 Nov 2013	M	A+	Black	800-55-5604
2429	Heather Lambert DDS	"83463 Dean Station Suite 873
West Michaelborough, ID 26214"	(Decimal('74.659423'), Decimal('-125.269268'))	Henderson PLC	1982-01-14	F	B-	Black	438-90-8843
2430	Christopher Mcgee	"6162 Brett Isle Suite 357
New James, NJ 05551"	(Decimal('57.608892'), Decimal('59.952634'))	Jackson-King	12 Dec 1952	M	AB+	White	102-53-5432
2431	Anita Ramirez	"681 Rachel Walks
Hallville, MN 32443"	(Decimal('20.710474'), Decimal('-175.592892'))	Jones, Fowler and Cook	2017-04-14	F	A+	White	239-63-9680
2432	Sydney Jackson	"631 Ortiz Curve
North Jonathanmouth, WA 34584"	(Decimal('-59.3094945'), Decimal('-48.319854'))	Montgomery, Bell and Fleming	02/09/1987, 00:00:00	F	O+	Black	492-84-3604
2433	Matthew Frank	"PSC 5023, Box 1008
APO AP 09010"	(Decimal('56.425492'), Decimal('163.304017'))	Davis, Evans and Campbell	1922/05/16	M	B-	Hawaiian	488-38-9413
2434	Alexander Knapp	"797 Reid Ports
Port Christopherfurt, NC 66757"	(Decimal('-53.4524635'), Decimal('-10.608508'))	Kramer Group	1971-04-25	M	O-	Asian	564-49-9567
2435	Scott Wagner	"945 Sherman Point
Lopezberg, RI 36285"	(Decimal('-36.1131955'), Decimal('98.646376'))	Flores Inc	03/01/1960, 00:00:00	M	AB+	White	833-63-7511
2436	Michael Rodriguez	"290 Hogan Skyway Apt. 769
Michaelchester, MI 57181"	(Decimal('69.588130'), Decimal('88.531159'))	Kaufman and Sons	12/02/1908, 00:00:00	M	O-	Asian	364-83-9298
2437	Sierra Williams	"9865 Patricia Center
Annaborough, LA 49827"	(Decimal('11.9634675'), Decimal('-144.236988'))	Robinson-Clark	1937-08-02	F	A-	Asian	337-39-2452
2438	Patricia Elliott	"00190 Miller Branch Suite 435
West Brendan, WA 63311"	(Decimal('-77.855481'), Decimal('-84.980538'))	Henderson, Bryant and Johnson	25 Jul 2019	F	AB-	White	662-02-3379
2439	Andrew Martin	"89466 Roberts Manors
Payneberg, MA 82385"	(Decimal('87.076615'), Decimal('-16.475147'))	Love LLC	1991-02-02	M	O+	White	541-22-0243
2440	Paul Mann MD	"Unit 0345 Box 2259
DPO AP 33186"	(Decimal('17.2102345'), Decimal('-28.833111'))	Clark and Sons	1961/11/12	M	A-	Black	029-72-8051
2441	Shannon Vasquez	"434 Powell Cape Apt. 461
Lake Calvin, ND 62682"	(Decimal('79.356132'), Decimal('123.276062'))	Perry, Reynolds and Mendoza	15 Feb 2020	F	O+	White	590-37-1855
2442	Cody Hernandez	"87912 Jimenez Run Apt. 631
Lambertborough, KS 63900"	(Decimal('-5.139537'), Decimal('3.422545'))	Chang, Brown and Martinez	17 Jun 1906	M	A+	White	033-98-1857
2443	William Jordan	"0486 Lee Falls Apt. 669
Jamesside, RI 48203"	(Decimal('5.9739045'), Decimal('-48.980746'))	French-Carlson	03/09/2000, 00:00:00	M	A-	Black	651-15-5567
2444	Raymond Walker	"45907 Smith Knolls Apt. 951
New Danamouth, DC 10990"	(Decimal('83.4383535'), Decimal('-65.464423'))	Reynolds, Andrews and Peterson	14 Nov 1938	M	B-	Black	742-55-8862
2445	Levi Cruz	"566 Gates Harbors Apt. 221
Taylorton, IL 23488"	(Decimal('30.382406'), Decimal('18.730128'))	Hernandez Group	1963/06/23	M	O-	Black	533-12-1636
2446	Melissa Ayala	"2364 Patrick Viaduct
Dalehaven, AL 08404"	(Decimal('58.170349'), Decimal('157.282887'))	Boyd, Green and Robinson	1989/04/29	F	B-	Hawaiian	517-92-2083
2447	Robert Molina	"689 Michael Mountain
South Joseph, AL 53157"	(Decimal('37.086466'), Decimal('-82.248817'))	Jones Group	2008-04-24	M	A-	Black	894-74-1087
2448	Patricia Green	"251 Mitchell Ferry Apt. 215
Thompsonton, SC 97546"	(Decimal('-79.558329'), Decimal('127.840006'))	James, Hampton and Johnson	2009/12/06	F	A-	Black	005-02-7812
2449	Paul Robinson	"420 Cox Locks
West Josephhaven, IL 60189"	(Decimal('-24.2903785'), Decimal('-53.174509'))	Gonzales-Hunter	28 Jul 1919	M	O-	White	621-43-1869
2450	Samuel Smith	"03103 Monica Cliffs Apt. 721
Port Michael, NE 26573"	(Decimal('-33.4014785'), Decimal('-99.399019'))	Mcneil LLC	1937-04-03	M	AB-	White	069-93-4998
2451	Todd Savage	"9481 George Islands
West Tinaland, IN 69396"	(Decimal('44.8829505'), Decimal('-114.819677'))	Mcclain-Herring	1970-02-02	M	AB+	Asian	010-91-9684
2452	Keith Santos	"0796 Johnson Glen Apt. 187
Patrickville, FL 45565"	(Decimal('-57.6608155'), Decimal('-23.867115'))	Richards-Lee	08 Dec 2010	M	B-	White	006-47-8042
2453	Thomas Wolfe	"3838 Fischer Fork Suite 887
Millsfurt, MT 74566"	(Decimal('43.1481325'), Decimal('-113.189788'))	Allen-Castro	1999-03-30	M	AB-	Asian	032-79-2680
2454	Jackie Miller	"USCGC Thomas
FPO AE 94494"	(Decimal('14.0736065'), Decimal('110.368789'))	Huerta, Jones and Bentley	1937-06-10	F	A-	Black	856-08-9396
2455	Antonio Fleming	"316 Kim Square Apt. 535
East Jessicashire, RI 30229"	(Decimal('75.0983785'), Decimal('101.252480'))	Franco Group	1971-02-08	M	O+	White	064-59-7230
2456	Victoria Mason	"812 John Fall Apt. 498
New Bryan, MD 08926"	(Decimal('-25.919821'), Decimal('44.762663'))	Matthews-Wood	1940-11-08	F	O+	Black	435-76-3430
2457	Maurice Williams	"255 Colin Key Apt. 701
Lake Loriburgh, MD 81874"	(Decimal('72.2609435'), Decimal('92.350470'))	Santiago, Phillips and Turner	08/27/1971, 00:00:00	M	B+	White	088-89-7415
2458	Timothy Carter	"762 Garner Crest Suite 184
North Samuel, GA 78216"	(Decimal('-1.128543'), Decimal('36.154037'))	Hampton Inc	2002-07-15	M	B-	White	521-13-4484
2459	Aaron Macdonald	"92323 Nicholas Mills Suite 604
Lake John, AL 66089"	(Decimal('40.4897625'), Decimal('141.218462'))	Gray Group	23 Mar 1927	M	AB-	White	299-90-8115
2460	Erin Rocha	"6586 Hughes Mall Apt. 737
Robertsburgh, OH 13986"	(Decimal('88.7076675'), Decimal('120.270906'))	Singh-Williams	29 Jul 1965	F	B-	blsck	808-95-9654
2461	Valerie Logan	"202 Herrera Garden
Johnsonborough, MD 79359"	(Decimal('-41.7533625'), Decimal('158.605049'))	Oneill and Sons	02/24/1982, 00:00:00	F	O-	White	234-86-7099
2462	Nicole Richardson	"85814 Tracey Flat Suite 305
Robinsonmouth, MN 58123"	(Decimal('-71.1279085'), Decimal('-48.752139'))	Joyce Inc	14 Sep 1908	F	O-	White	455-26-7279
2463	William Briggs	"9907 Shannon Landing
West Nicole, MD 68154"	(Decimal('14.1242655'), Decimal('57.429097'))	Phillips-Davis	1939-12-11	M	B-	Indian	778-06-8584
2464	Jeremy Russell	"774 Burns View
West Jesusshire, MI 87109"	(Decimal('-56.387429'), Decimal('27.011375'))	Romero-Andrews	1963/08/27	M	O+	White	123-80-5985
2465	Matthew Cook	"55587 Renee Path Apt. 373
Bairdburgh, MD 15817"	(Decimal('-14.236700'), Decimal('113.584567'))	Mitchell, Castro and Hurley	30 Nov 1936	M	A-	White	477-29-4820
2466	Jason Richardson	"818 Gabrielle Field
Gregorytown, MI 88014"	(Decimal('45.5183785'), Decimal('142.497560'))	Stewart-Anderson	30 Apr 2019	M	AB-	White	353-77-3108
2467	Jacqueline Hart	"18212 Tucker Place
Fischerhaven, GA 46914"	(Decimal('35.048308'), Decimal('110.733166'))	Wilson, Evans and Eaton	1939-08-24	F	AB-	white	383-90-9299
2468	Jennifer Evans	"044 Melanie Point Suite 845
Lake Sarahstad, UT 84136"	(Decimal('5.6318035'), Decimal('-0.711915'))	Brown, Rodriguez and Johnson	04 Mar 1996	F	AB-	White	508-21-8582
2469	Theresa Rowe MD	"3212 James Falls Suite 719
Westside, ID 82423"	(Decimal('47.1828565'), Decimal('167.262019'))	Garcia-Parks	03 Sep 1944	F	A-	White	874-35-6676
2470	Gregory Wilson	"2497 Richardson Plains
Whitneyview, NC 16261"	(Decimal('-66.6491485'), Decimal('39.111917'))	Santiago-Reyes	1997-08-18	M	O-	White	274-56-5628
2471	Jeffrey Jones	"8710 Martin Alley
Staceystad, AZ 31677"	(Decimal('31.637734'), Decimal('-144.722341'))	Peterson and Sons	01/03/2021, 00:00:00	M	A-	White	181-15-4219
2472	Wayne Olson	"9240 Brandon Isle
Douglasmouth, HI 34743"	(Decimal('-6.627764'), Decimal('158.824015'))	Mccoy Group	07/07/1917, 00:00:00	M	B+	Indian	195-83-7551
2473	James Williams	"0453 Baker Loop Suite 679
Lake Ericville, OK 16925"	(Decimal('-85.2578025'), Decimal('3.767683'))	Patterson LLC	11 Nov 1963	M	O+	Black	285-04-6477
2474	Heather King	"4744 Duke Way Apt. 373
North Samanthaview, NE 29044"	(Decimal('39.4409945'), Decimal('-7.230038'))	Brown-Kelly	29 Nov 1979	F	O-	Black	033-18-5679
2475	James Flores	"Unit 2899 Box 7952
DPO AE 42628"	(Decimal('6.192282'), Decimal('-176.246158'))	Hill, Wells and Wood	19 Sep 1941	M	AB+	Indian	391-03-4546
2476	Raymond Jones	"5032 Laurie Estate
West Jeffreyburgh, AK 40291"	(Decimal('4.175644'), Decimal('42.495338'))	Wagner Ltd	2020-05-25	M	B-	White	514-21-0459
2477	Pamela Sandoval	"12970 Perkins Ford
Swansonfurt, GA 17712"	(Decimal('54.562330'), Decimal('-178.747649'))	Lindsey, Stafford and Humphrey	1978-06-30	F	AB+	Black	342-33-9510
2478	Richard Holmes	"4606 Schmidt Oval
Janetfort, MD 41766"	(Decimal('-35.973489'), Decimal('34.746809'))	Larson, Thomas and Davis	11 Nov 1992	M	A-	White	687-18-5033
2479	Daniel Cooper	"90540 Eric Manor
Fosterchester, AK 70255"	(Decimal('42.182261'), Decimal('-143.502808'))	Kennedy, Fleming and Santos	1979/05/15	M	A-	Indian	795-22-1380
2480	Maxwell Barr	"3422 Monica Curve Apt. 600
Port Christopher, ME 54818"	(Decimal('65.0070275'), Decimal('103.836494'))	Fisher-Ramirez	09/01/1926, 00:00:00	M	B+	White	689-94-3928
2481	Derek Young	"0038 Reynolds Fort Suite 151
North Larryside, ID 64399"	(Decimal('70.0809445'), Decimal('-53.276092'))	Waters-Garza	1945-05-24	M	AB-	Asian	456-27-5164
2482	Ashley Williams	"00831 Michael Isle Apt. 737
Youngland, CT 81879"	(Decimal('-57.615325'), Decimal('-60.994026'))	Payne, Peterson and Hill	19 Apr 1983	F	O-	Indian	473-89-8351
2483	Michele Anderson	"7839 Crawford Hills Suite 512
Perryfort, GA 16433"	(Decimal('-26.332177'), Decimal('7.682984'))	Wilson-Jones	1968-11-20	F	B+	Black	111-98-7498
2484	Spencer Hoover	"4220 Freeman Trafficway
Lake Kevintown, KY 00999"	(Decimal('82.033622'), Decimal('51.567697'))	Meza Group	15 Aug 1941	M	A-	White	569-57-9356
2485	Corey Cross	"230 Brown Trail
Haasshire, NJ 90243"	(Decimal('-57.7955035'), Decimal('-22.100198'))	Frank PLC	10/21/1920, 00:00:00	M	AB+	White	360-24-1039
