	hematokrit	ssn	ast	trombocyty	name	leukocyty	indicator	er-cv	alp	smoker	hemoglobin	weight	relationship	erytrocyty	etytr	hbver	alt
8483	9.88571	610-37-5954	41.80783	8.95203	Robert Martinez	6.49084	1.00000	53.73698	50.78177	no	7.78826	89.63097	nop	7.48569	7.71777	6.50991	1.03125
8484	7.12595	672-22-0455	44.45912	8.96964	Anna Mccoy	6.42440	0.00000	49.88119	69.74428	Y	7.42804	62.36871	divoced	6.73240	7.16478	7.46834	0.50218
8485	5.35473	192-54-9816	47.63253	4.25751	Dennis Edwards	7.47594	1.00000	28.93697	73.29977	no	7.10525	72.52177	separated	5.42237	6.52214	5.01485	0.56460
8486	9.18995	384-87-7151	33.01765	7.11289	Robert Marshall	5.96074	1.00000	73.19646	8.20737	no	8.97677	67.88666	single	9.40930	7.79211	6.82762	4.50061
8487	5.88277	832-05-8820	44.47940	5.98624	Elizabeth Cooper	6.95634	1.00000	59.51041	79.17494	no	5.38871	130.34849	single	4.87129	7.41807	8.30213	0.68208
8488	7.01860	263-72-0379	54.52860	8.70583	Benjamin Campbell	6.67660	0.00000	45.16450	37.22594	Y	4.44214	109.56644	nop	6.30518	6.67440	6.23436	0.43703
8489	7.04220	712-05-5418	50.43751	5.13661	Morgan Davis	8.02113	1.00000	72.80652	86.70300	no	6.04042	54.16131	nop	6.37246	6.45370	5.95486	0.66242
8490	6.55964	661-10-2330	65.40255	7.27301	Kevin Davis	6.98055	0.00000	83.69584	91.05011	yes	6.11049	53.76074	separated	4.53215	7.09636	8.51640	0.38891
8491	8.67948	383-47-3153	41.08952	8.57441	Julie Spencer	6.85627	1.00000	48.16878	14.25915	yes	8.93379	84.91723	divoced	4.77288	6.14488	6.40221	0.71652
8492	7.43918	603-14-1889	38.74199	8.65429	Jared Stevens	6.99140	1.00000	53.11027	32.54597	no	8.52070	105.03512	widowed	7.65854	6.55393	7.36377	1.45561
8493	7.33860	840-20-4125	67.03614	8.24466	Ashley Nguyen	8.13341	0.00000	41.42299	27.86980	no	8.57995	125.64718	married	5.18954	6.05224	6.51545	0.48325
8494	9.30639	726-84-1436	42.93209	7.12864	Max Schroeder	6.77084	0.00000	26.02176	19.39308	yes	8.93638	46.28042	widowed	6.87667	8.16039	7.77066	1.03773
8495	6.44391	103-33-7568	41.75134	6.93068	Thomas Williams	7.14566	1.00000	31.12014	56.67411	yes	4.73391	70.13389	married	5.88505	7.72925	7.96419	0.67551
8496	5.32422	297-83-8636	58.82203	7.43444	William Johnson	7.94505	1.00000	60.77648	67.24015	no	5.08032	56.85143	married	5.52923	7.04576	8.56068	0.61468
8497	5.42682	461-57-1186	41.23205	4.89767	April Collins	8.07133	1.00000	31.79720	9.63434	no	9.23172	23.37168	single	7.53543	6.06804	7.14748	1.27212
8498	8.73064	752-17-2508	43.18250	10.97949	Richard Collins	9.08985	1.00000	47.69367	58.82827	no	7.69714	84.40082	widowed	8.81242	7.79921	7.13979	2.78223
8499	7.54000	593-65-1442	63.41689	9.98416	Susan Curtis	7.75945	1.00000	64.34395	31.49444	no	8.07365	6.77565	widowed	7.23576	9.20116	7.63903	0.91862
8500	6.69087	782-10-8127	56.88273	9.12838	Adam Bishop	7.61328	0.00000	66.75598	17.92116	no	3.79167	99.86250	married	8.27998	6.76545	7.63645	1.79335
8501	8.81121	085-64-3077	56.95967	7.21988	Joshua Bauer	8.50518	1.00000	35.45454	16.49091	no	8.93151	148.72155	married	8.59362	6.26533	6.65268	2.29768
8502	8.59427	280-64-9547	51.04984	7.76841	Michael Smith	7.45438	0.00000	55.39946	16.02420	no	8.86895	37.87673	single	4.81022	6.14973	6.44061	0.60268
8503	10.27548	312-64-6391	57.40136	7.41527	Kelly Wilson	7.22467	1.00000	45.82760	19.16618	no	8.69861	-5.51587	single	5.51733	8.74747	8.12091	0.80533
8504	8.28460	841-72-8661	38.78533	9.02318	Kirsten Smith	6.26080	1.00000	57.16956	51.03449	Y	7.92529	118.39646	single	8.39854	7.74774	7.05068	1.95651
8505	6.28439	290-50-7832	57.24788	6.86704	Joshua Stevens	8.63978	0.00000	62.73581	82.07670	no	6.74816	45.33603	separated	3.88552	8.17893	8.27409	0.64095
8506	8.55815	049-75-6731	43.06222	7.96064	Drew Silva	7.57607	1.00000	36.38935	20.27474	no	8.84930	92.33128	divoced	8.94564	5.94359	7.55265	3.17367
8507	5.61793	445-48-9304	48.74055	4.65021	Laura Hernandez	8.48871	1.00000	52.53628	76.84268	no	5.44086	29.12386	married	3.80283	6.45201	7.20197	0.38599
8508	6.79472	772-15-8182	45.71173	10.73401	Jason Alexander	8.27411	1.00000	38.31410	48.94443	Y	7.85473	149.59638	married	7.83144	6.57333	5.55902	1.57391
8509	5.08406	067-94-7490	32.24962	3.01858	Heather Hampton	7.94357	1.00000	26.79421	38.51627	no	8.29782	19.56461	widowed	5.83750	7.72002	8.26810	0.78758
8510	8.77074	082-75-8312	42.32216	8.43830	Maria Fox	6.58863	0.00000	45.08187	25.83251	Y	8.37299	45.68615	divoced	6.28293	6.80710	7.05810	0.70836
8511	6.22065	832-39-4676	49.52922	8.87060	Gary Gates	6.37768	0.00000	36.39069	53.56439	Y	4.79328	98.84591	divoced	7.33567	7.14454	7.38279	1.28109
8512	7.42220	791-14-3824	64.17495	7.40035	Sharon Erickson	6.37562	1.00000	33.35333	13.26885	no	9.05509	138.67381	married	9.07077	7.91155	8.32979	3.60883
8513	4.94054	150-35-2561	41.42525	4.52351	Allison Jimenez	8.19374	1.00000	61.63666	85.31344	no	5.88952	50.80459	divoced	4.57792	7.63597	7.46982	0.42171
8514	6.92853	843-93-1553	31.96490	5.36821	Jennifer Hinton	5.40929	0.00000	32.33564	88.04854	no	6.55336	116.27259	single	3.02186	7.33334	6.67001	0.63237
8515	7.60560	108-91-9465	34.22576	6.55224	Robert Jones	7.45295	1.00000	30.20256	27.76284	no	4.09194	62.59555	divoced	5.21908	8.34210	8.35474	0.18688
8516	5.47336	415-45-6683	59.74077	8.09921	Shari Russo	8.60149	1.00000	59.26928	61.79322	Y	4.86252	72.37617	separated	6.49297	6.66717	8.11689	0.94090
8517	8.26116	667-23-5938	70.08278	7.97601	Anthony Ramirez	8.33346	0.00000	31.43901	61.65170	yes	7.57298	65.76937	divoced	4.57600	8.67704	8.37140	0.73957
8518	6.54399	270-61-0481	43.75074	4.69977	Riley Santos	5.82131	1.00000	43.87134	83.12071	no	6.04405	99.60793	separated	5.77584	8.54520	7.19606	0.95715
8519	7.30666	386-77-4044	46.60590	8.24275	Stephanie Frost	6.90207	0.00000	42.65774	72.30225	Y	7.42269	106.29811	single	7.34451	7.36453	9.31703	1.14295
8520	5.34648	261-10-8600	51.47420	7.93571	Yolanda Coleman	8.81131	1.00000	47.08814	79.52710	Y	5.50480	60.45526	divoced	6.27914	8.67369	7.59370	0.85533
8521	6.76616	441-25-1734	42.34636	6.77810	Andres Davis	7.66291	0.00000	47.22291	39.14440	Y	4.40156	59.51403	widowed	7.17099	7.98866	5.93915	1.14224
8522	9.53116	880-10-1923	36.78184	7.41479	Jesse Ford	6.87825	1.00000	51.92125	12.95991	no	9.11506	77.37301	separated	11.77553	7.71848	7.98732	43.84257
8523	5.08191	560-41-7822	44.92458	9.04163	Anthony Mccoy	8.47328	0.00000	48.37490	87.25632	no	6.17907	97.87932	single	7.27023	8.29887	7.37094	0.91842
8524	6.32990	067-05-4590	29.44767	8.69474	Ashley Reynolds	8.39548	1.00000	20.21367	76.09586	yes	5.45259	63.58748	single	7.05969	6.71405	8.27752	0.75007
8525	7.16268	202-78-3483	50.68983	3.61708	Jared Mayer	6.94412	1.00000	6.66671	80.49946	yes	6.34421	-12.06262	married	5.88740	7.45233	7.20816	0.70616
8526	7.94080	439-73-8898	49.87564	5.00209	Samuel Flowers	8.61162	1.00000	28.71698	80.03608	no	6.61176	109.49744	widowed	6.94212	7.37277	7.56309	0.98799
8527	8.22205	209-58-3234	60.37106	9.53564	Sharon Martin	7.47873	1.00000	39.41510	31.97428	yes	8.20543	29.32711	single	6.96504	6.83527	8.06084	0.99960
8528	6.47886	434-35-3416	55.45073	4.99269	Christopher Nelson	7.00210	1.00000	65.55625	64.36372	no	7.40395	97.80582	widowed	7.06026	7.44056	6.55866	0.86504
8529	7.14309	862-39-0231	38.42663	8.17641	Andrea Rios	8.13063	0.00000	68.03691	41.57582	no	7.98109	116.90238	single	5.75738	7.54713	7.78878	0.83814
8530	5.87110	772-81-2034	28.37699	4.87628	Jeremiah White	9.13228	1.00000	53.93343	78.99552	no	6.68095	35.59701	single	5.98901	9.07734	8.07056	0.61370
8531	6.16225	278-59-9208	54.93885	5.36230	Paula Brooks	5.56269	1.00000	59.99326	89.28328	no	6.20691	73.62070	single	6.40470	7.89755	8.37412	0.77502
8532	5.51832	166-65-9652	28.10500	1.79957	Melanie Griffin	6.32931	1.00000	40.82648	16.49532	yes	9.09496	66.39036	single	5.56286	6.98442	8.15840	0.31953
8533	8.43151	062-08-2370	45.30125	8.50818	Dr. Jordan Jensen Jr.	8.67385	1.00000	68.55707	25.05329	no	8.60880	82.19162	divoced	8.79014	7.27408	7.02075	2.73166
8534	6.62345	150-61-0154	31.30888	4.15343	Christine Stark	6.70059	1.00000	71.50842	74.24872	yes	6.99630	83.16415	single	6.03935	6.12896	7.31633	0.81069
8535	6.89728	893-23-8268	53.49787	6.65877	Mackenzie Hughes	4.76889	1.00000	48.57453	78.73425	no	5.85594	13.46659	nop	6.74308	7.68469	8.00960	0.54992
8536	8.92173	764-91-7800	56.55349	7.43439	Ryan Warner	7.05859	0.00000	50.32252	18.37832	Y	8.67509	53.08786	nop	5.62046	7.29458	7.10417	0.86258
8537	8.60579	427-41-8138	66.92220	8.23861	Mark Zimmerman	6.53490	1.00000	67.55660	20.56129	Y	8.74794	87.34329	divoced	8.72955	6.20199	6.83161	2.52741
8538	7.18491	435-08-4428	43.64943	8.22422	James Bender	7.31003	1.00000	43.18236	93.83626	no	6.05253	22.54156	divoced	7.83875	6.51713	7.20933	1.24403
8539	5.34859	505-20-4441	35.99868	7.51760	Kari Vasquez	10.08104	0.00000	31.38444	59.74945	no	7.40176	72.63683	single	4.71303	7.37633	6.02061	0.69270
8540	9.29700	869-77-1187	42.82304	7.82764	Krista Morgan	8.74097	1.00000	46.63626	33.09562	Y	8.29855	98.35273	separated	6.28316	7.62436	7.93322	0.83297
8541	9.42078	564-51-9983	35.55772	9.78991	Brenda Johnson	6.18672	1.00000	47.99366	51.77738	yes	7.79911	49.09257	single	9.37158	7.43956	6.33171	4.40006
8542	5.90724	279-98-0381	89.54907	9.29617	Elizabeth Figueroa	7.44180	0.00000	61.75362	91.13815	yes	6.29880	110.27541	single	5.28748	8.43353	6.55983	0.61841
8543	6.29825	022-06-3787	43.16381	6.19125	Timothy Rose DDS	6.87704	1.00000	38.58487	75.47656	no	5.37671	66.65414	single	6.33684	6.93181	6.71524	0.48232
8544	5.37885	047-15-6336	42.51180	7.86536	Adrienne Hudson	7.24177	1.00000	50.53090	49.96940	yes	4.73179	26.90397	married	5.74103	5.88654	8.73754	0.78255
8545	7.85430	582-60-0715	51.46715	8.17149	Lisa Benson	7.09473	1.00000	39.63710	38.88862	no	7.95487	74.26081	single	5.66664	6.87592	5.31757	0.53695
8546	3.55813	179-03-7140	43.06184	10.22771	Brandon Diaz	6.77285	1.00000	59.49297	18.97478	no	3.72892	12.62717	married	5.50611	5.61128	8.26631	0.56448
8547	4.67218	615-19-3605	52.61926	9.87626	Elizabeth Meyer	8.03144	0.00000	44.01377	87.77039	yes	6.82072	10.63424	married	6.95042	5.10633	6.89684	0.96063
8548	10.50900	039-60-8293	38.62524	8.43301	Rachel Acosta	6.35919	0.00000	52.39855	20.89979	Y	9.84730	24.40255	divoced	5.68300	6.79147	7.17404	0.45939
8549	6.16434	790-48-5251	53.33437	3.77894	Robert Blankenship	7.36655	1.00000	76.69924	76.37655	no	6.77608	24.73030	married	5.66899	7.43476	7.42791	0.40053
8550	4.43739	192-14-9411	56.32671	9.39143	Anna Benjamin	6.93257	0.00000	37.57665	67.60646	no	7.36759	56.65932	divoced	6.24026	6.02220	7.62862	0.55125
8551	8.30333	003-13-5793	49.79560	9.63176	Matthew Henry	5.42042	0.00000	16.48683	29.61747	yes	8.62189	84.02954	single	7.05918	7.84545	8.57139	0.96260
8552	5.87271	823-86-2922	43.32250	8.49316	Jeffrey Jacobs	7.31872	0.00000	26.50207	42.00422	no	4.62114	63.83562	married		7.03357	6.88919	1.84976
8553	5.60319	309-47-9264	51.63184		Tiffany Oneill	6.69851	1.00000	70.48721	42.39135	no	7.93408	9.12847	widowed	6.45165	7.48556	7.73275	0.99186
8554	6.95236	479-99-6323	24.17706	12.75668	Ryan Olson	7.40264	1.00000	26.77614	58.48231	no	7.59191	52.66583	separated	7.45888	5.96012	7.45248	1.18890
8555	5.55114	839-92-0535	46.26396	10.51852	Bianca Williams	8.56375	1.00000	37.29770	18.19011	no	8.53262	52.26452	married	10.32845	6.86154	6.24696	10.75243
8556	8.80898	546-77-0201	55.83477	8.34290	Lauren Walters	7.64237	0.00000	62.45014	10.30208	no	9.40177	14.68091	single	6.58946	6.97221	6.58725	0.83271
8557	9.83304	754-28-9855	32.86090	7.49086	Heather Perkins	5.62139	1.00000	65.68274	30.62529	no	8.35132	58.96426	divoced	9.87672	6.60872	7.41002	6.98486
8558	8.28192	441-82-5234	43.66845	6.88750	Meagan Rogers	6.40539	1.00000	57.32835	8.63865	Y	8.96461	44.13406	single	8.17346	6.54807	9.15219	1.70426
8559	7.80299	463-69-6892	51.84772	11.61121	Keith Brown	4.83494	1.00000	74.83382		N	6.37936	80.41319	married	8.59173	6.08954	7.21601	2.39188
8560	7.22347	301-82-7168	49.64494	7.17793	Alexandra Wright	7.05291	0.00000	28.97957	71.67247	no	7.52284	96.31044	separated	5.29548	5.90277	7.85906	0.66439
8561	8.50019	048-61-3537	63.30093	7.84691	Megan Kelly	5.02461	0.00000	41.16797	41.20402	yes	8.06688	70.07055	married	6.07015	7.15201	7.61779	0.85957
8562	6.12997	136-46-9037	60.25941	6.94897	Jessica Lucas	6.15978	1.00000	61.41850	68.78125	Y	5.35038	15.72942	single	5.98824	7.78241	7.43820	0.86339
8563	6.83473	668-74-4779	52.28844	6.88041	Derek Farrell	8.75549	1.00000	40.69629	43.24687	Y	4.34486	46.69186	single	5.29213	6.95074	8.68624	0.53221
8564	8.96162	381-87-1410	49.45242	8.63179	Megan Spencer	5.85559	1.00000	54.85543	40.77958	no	7.95921	138.64908	divoced	8.03718	7.49076	6.29575	1.61623
8565	8.57657	005-02-7812	54.45763	9.40123	Patricia Green	4.88703	0.00000	68.43729	45.80536	no	8.08427	55.41545	separated	5.77450	6.83690	6.22617	0.42786
8566	7.38015	746-48-3161	67.80951	8.99754	Morgan Davila	6.08861	1.00000	45.25076	44.20800	Y	8.01857	77.90411	married	8.74567	5.26666	6.17399	2.50322
8567	9.28834	544-54-1519	24.72084	8.27238	Christopher Evans	7.76261	1.00000	70.82468	56.44475	Y	7.56474	101.50891	married	8.28643	7.08091	7.82967	1.80671
8568	5.88879	075-42-4124	61.44172	4.85646	Jacob Fernandez	7.00882	1.00000	63.67882	82.71316	no	6.80587	51.46095	divoced	5.40086	5.76112	8.26749	0.75466
8569	8.18460	772-77-1135	49.47867	7.27616	David Rodriguez	7.82326	0.00000	21.78078	75.96877	no	7.21208	72.73707	divoced	6.37287	7.54196	6.45293	1.01441
8570	8.42882	809-30-8762	19.60804	8.61053	Christopher Kennedy	8.91147	0.00000	17.18946	9.68451	no	9.31286	75.53703	divoced	5.91759	7.92058	8.82102	0.80533
8571	7.67734	601-99-3353	49.95581	6.03271	Sarah Santiago	6.21067	1.00000	58.79617	79.52732	yes	5.56478	98.66730	separated	6.75894	5.61399	6.46873	1.20500
8572	6.83084	179-70-0928	48.05935	7.00534	Sharon Alvarez	8.39091	1.00000	48.58482	70.59586	no	5.23311	44.04814	married	6.41177	6.85472	7.23473	0.63414
8573	4.30942	434-35-3416	48.74179	6.78872	Christopher Nelson	7.70311	1.00000	71.66894	69.05855	no	5.28502	92.09526	married	4.74283	6.65372	6.70012	0.79752
8574	8.94286	342-16-5155	40.52679	8.60462	Erin Caldwell	7.08738	1.00000	45.20841	40.23098	Y	8.09408	49.97584	married	9.64511	5.84801	6.88164	5.57248
8575	5.71675	067-58-4493	33.77600	9.42504	Rachel Benson	7.57042	0.00000	53.83489	80.52104	N	6.47434	94.19876	married	5.47061	7.85534	6.14112	0.75197
8576	7.12648	312-38-2948	54.58283	7.61324	Amanda Neal	6.07081	1.00000	70.33768	41.01264	no	4.36486	105.17021	separated	6.11211	6.96044	4.94682	0.78863
8577	6.12679	219-83-5261	53.04015	7.60162	Amber Jones	6.99255	0.00000	65.55454	77.94483	yes	5.59621	82.87592	married	6.27730	7.04968	6.03900	0.90646
8578	7.06409	122-70-0938	52.76481	10.42942	Ruth Campbell	8.18879	1.00000	31.50232	51.17239	no	7.69137	88.98286	divoced	7.56896	7.43008	5.74757	1.37370
8579	6.09805	345-37-3627	64.56504	7.24879	Paul Scott	6.68928	0.00000	73.40716	63.29370	no	5.03153	91.75440	married	6.19711	6.09285	4.83841	0.67590
8580	7.94444	482-33-2912	38.06992	4.63592	Norma Terrell	7.12853	1.00000	75.97164	37.30013	N	4.46146	103.24474	married	5.16599	8.05906	7.12934	0.79742
8581	7.03896	242-66-9957	69.76784	4.27252	Raymond Spencer	10.25081	1.00000	37.20459	65.51208	no	7.41254	111.02479	single	6.53259	6.58386	7.12668	0.83970
8582	7.60856	847-41-4368	61.29677	2.28820	Anthony Ruiz	6.15818	1.00000	50.30161	49.71886	no	7.63869	98.61050	married	6.38972	8.04580	7.09717	0.71172
8583	4.64185	646-19-2484	60.76532	6.49199	Sherry Adams	8.45958	1.00000	58.83880	44.13023	no	4.66515	56.13631	separated	4.88598	6.50877	6.38719	0.29236
8584	7.41735	116-45-0163	53.46623	8.95733	Destiny Dixon	6.79162	1.00000	46.52418	10.01971	no	9.28686	-6.98744	divoced	10.23784	5.74873	7.30571	9.94240
8585	6.43032	537-59-7135	46.19178	5.61942	Bryan Cummings	6.55389	1.00000	61.06254	81.74227	yes	5.79992	105.25482	divoced	6.11234	7.15558	8.07903	0.60391
8586	5.26676	260-71-0972	18.44674	7.86454	Christina Jones	7.22588	1.00000	29.77781	88.59289	yes	6.19033	43.79511	divoced	6.59105	7.58289	7.75382	0.59191
8587	7.44404	804-77-8003	46.57441	6.95488	Beth Wheeler	7.79501	0.00000	55.45400	27.09984	no	8.37789	115.02824	widowed	5.04309	5.95018	7.79911	0.34498
8588	8.11364	427-99-0964	29.25944	8.38500	Michelle Francis	7.44307	1.00000	60.96111	22.43386	no	8.55131	23.79013	married	7.51494	6.52996	6.40450	1.32751
8589	7.51900	817-20-2185	42.21895	8.89083	Blake Taylor	6.16323	1.00000	56.93315	34.23010	no	8.32526	49.61961	divoced	7.88169	7.04019	8.41827	1.35253
8590	6.84650	779-80-2928	45.65664	5.74846	Emma Anderson	6.32351	1.00000	43.67595	65.64422	no	5.40500	28.06014	single	5.93126	6.80935	6.21695	0.68269
8591	8.95789	056-69-1577	52.99796	7.26039	Donna Cook	5.81651	1.00000	35.34220	5.12941	Y	9.30327	101.98782	married	9.30544	6.02962	7.66689	4.18186
8592	8.80533	479-99-6323	62.29897	9.05965	Ryan Olson	6.89994	1.00000	45.48118	19.36092	no	8.84475	44.53455	divoced	10.50680	6.03827	7.28951	12.32558
8593	8.04543	691-79-1924	13.88075	9.77967	Aaron Murray	8.85986	1.00000	27.92460	58.35893	no	7.72326	92.87077	single	8.85817	6.11194	6.92445	2.62711
8594	5.92750	163-15-6782	69.15244	6.83508	Cynthia Coleman	5.13480	1.00000	34.08804	67.96416	Y	5.30181	65.73907	married	6.41862	7.03153	9.38841	0.79797
8595	8.71107	510-54-0721	33.02328	7.69946	Julia Campbell	8.49850	1.00000	35.12122	42.20031	no	7.98849	74.45325	single	7.90820	6.62920	5.60406	1.52357
8596	5.49856	259-12-7552	44.41731	4.64367	Alex Gray	7.01010	1.00000	61.11829	75.05113	no	7.28258	60.63326	widowed		6.83060	8.61763	0.78705
8597	10.02581	794-99-8467	45.20015	10.13172	Caroline Russo	7.57596	0.00000	45.12990	16.77585	Y	9.48665	72.78948	divoced	7.34385	7.52092	7.87185	1.19320
8598	8.22295	153-43-9021	47.33814	8.06343	Pamela Trujillo	7.70400	1.00000	53.04569	10.99280	no	8.92067	126.58733	married	6.62591	7.45738	7.07759	1.04224
8599	8.22424	496-62-7605	38.63443	7.14759	Dylan Anderson	7.06151	1.00000	40.12688	18.89749	N	8.72297	17.32511	divoced	9.84924	7.11251	7.20578	6.71688
8600	4.72260	284-07-4508	54.42010	9.65215	Rachel Kim	7.76803	0.00000	62.03903	57.82984	no	7.72702	61.04312	single	5.23225	7.41559	6.70076	0.74084
8601	9.13048	432-14-5817	39.17137	9.16186	Anthony Meyers	6.61166	0.00000	47.64196	20.79722	yes	8.59605	44.63737	married	5.43204	7.82495	9.71500	0.67006
8602	5.92283	711-23-0922	29.08245	8.98594	Christian Rogers	5.78008	0.00000	71.58492	84.51496	no	5.61130	77.33773	married	6.67279	8.42351	8.36988	0.68093
8603	4.55199	700-14-0519	59.69562	9.72040	Nicholas Campbell	7.23244	0.00000	62.53546	40.52046	no	8.07183	88.83788	divoced	4.84884	8.06094	7.08521	0.49204
8604	6.03868	592-14-2350	55.31474	8.58768	Charles Haynes	7.41985	1.00000	23.81347	14.81880	Y	8.89123	128.94063	married	7.44343	6.87198	7.39406	1.24606
8605	5.16538	591-27-5397	68.80616	5.75833	Jesse Jensen	7.50736	1.00000	59.03524	87.89976	yes	5.99960	75.25833	divoced	5.39512	6.79635	8.10414	0.58778
8606	2.58969	187-13-7006	26.08079	6.62007	Mary Hardy	6.31910	1.00000	43.92300	89.33050	yes	6.44334	1.22718	single	5.27834	7.04564	7.46817	0.55369
8607	5.61213	609-17-3178	55.01320	6.15780	Rebecca Frost	7.85664	1.00000	53.90722	61.49692	no	5.06071	125.70983	widowed	4.75523	6.34464	6.15188	0.55952
8608	5.61655	581-90-0784	33.52904	8.49679	Sarah Singleton	6.15174	0.00000	26.76701	92.39011	no	6.27600	75.76289	married	6.01502	5.18777	7.84761	0.55458
8609	7.80666	389-15-5873	33.87814	8.77292	Leah Banks	6.59415	0.00000	34.27293	30.31638	no	8.38935	157.25509	single	4.78139	5.69319	6.82515	0.38309
8610	6.77208	722-60-5894	51.51026	4.81654	Ann Valentine	7.56429	1.00000	22.10296	84.77833	Y	6.57647	90.56147	divoced	6.21871	7.77779	6.62473	0.97312
8611	7.36509	304-05-1087	63.63217	9.36487	Timothy Galloway	7.17654	1.00000	47.28513	80.99874	yes	7.00273	75.42530	divoced	7.21891	7.32419	6.83617	0.94327
8612	7.46568	756-81-5820	44.28138	8.08629	Courtney Stewart	7.57981	0.00000	53.45907	12.50965	no	9.48869	65.77045	married	5.04567	6.59144	6.61935	0.74914
8613	9.46805	454-18-5028	46.21286	9.21224	Angelica Horn	7.34092	0.00000	66.62175	16.42424	N	9.99040	49.41338	divoced	5.43100	6.79921	6.36207	0.86195
8614	9.45011	847-46-9691	75.72983	7.62442	Christopher Snyder	8.62646	0.00000	50.89268	19.68618	no	9.10542	94.98380	divoced	5.58235	7.81485	7.80746	0.62165
8615	5.78246	352-40-7941	77.32206	3.21978	Christine Blankenship	6.63406	1.00000	53.00806	78.47043	no	6.95163	57.22427	married	4.86710	9.09443	7.51743	0.38289
8616	5.21781	795-74-5445	48.45289	10.29961	Michael Sullivan	7.71049	0.00000	65.95533	52.82085	no	7.77057	97.95930	nop	4.11355	7.17981	6.96499	0.37393
8617	9.19067	331-59-9889	50.65991	8.71464	Richard Stone	7.24509	1.00000	53.75574	52.31077	yes	7.87590	45.67204	divoced	8.68684	8.02770	6.19357	2.47519
8618	9.45151	339-09-3231	46.04024	7.50811	William Chavez	7.39452	0.00000	34.14180	13.53628	no	9.60577	81.39548	single	5.12220	5.44592	7.39815	0.50713
8619	4.80424	328-94-0761	57.44243	7.24954	Cameron Hernandez	5.99853	0.00000	19.37754	47.24582	yes	8.01479	90.23931	married	4.57362	6.44532	8.58182	0.43259
8620	8.40634	291-28-0708	43.69570	9.37227	Taylor Olsen	8.17297	1.00000	52.51945	23.99576	yes	8.59945	126.52815	married	9.33811	7.12776	7.07867	3.88717
8621	5.16990	088-84-2577	46.32099	5.29315	Christopher Washington	7.43709	1.00000	41.76249	84.14345	Y	6.12785	99.68642	married	5.85303	6.22603	9.07123	0.73849
8622	7.89090	856-53-2834	35.92297	8.97707	Andrew Robinson	7.65642	1.00000	45.33823	67.05603	yes	7.39975	98.74253	separated	7.83090	7.74198	6.78121	1.45521
8623	5.50956	605-65-3964	38.39517	7.16858	Rachel Santana	7.05340	0.00000	53.08982	87.77542	no	6.62028	46.45593	married	5.93288	6.68222	6.48482	1.01809
8624	5.35715	420-67-1560	47.09784	10.68558	Ashley Santiago	6.05388	0.00000	69.69924	33.21503	no	4.32369	59.19934	nop	10.03521	7.71257	6.93115	8.03786
8625	4.45075	388-18-0982	41.75299	5.96876	Darryl Knox	7.03632	1.00000	48.83647	61.17203	Y	7.60862	75.47991	married	6.68145	7.54314	7.35981	0.77930
8626	7.98561	441-11-4157	67.01923	9.73469	Michael Payne	6.35760	0.00000	57.52914	58.32560	N	7.67578	61.71738	single	7.11267	8.54878	8.16333	0.85700
8627	6.73879	859-99-4887	35.63517	8.24769	Thomas Young	6.37356	1.00000	45.74512	72.39095	no	5.48124	24.81544	married	7.25444	7.38415	8.03982	1.11687
8628	9.63921	563-84-0725	37.05277	6.48533	Brian Ryan	5.41017	1.00000	35.12202	15.48225	Y	9.18164	95.88038	married	8.80914	6.11507	7.47131	2.88161
8629	8.51732	032-47-1373	50.03474	6.37136	Steven Patel	8.28430	1.00000	97.55189	14.28439	yes	9.38823	88.20633	single	9.08297	8.08399	7.88002	3.19963
8630	6.71051	659-21-6793	74.86436	9.27684	Willie Russell	7.43910	1.00000	53.24294	61.10147	Y	7.39942	50.93337	divoced	8.95053	6.01099	6.99096	3.05073
8631	6.35483	131-48-5083	43.22063	8.19287	Derek Jones	8.08107	1.00000	53.19880	29.62189	no	8.16708	94.16831	widowed	7.68530	6.47174	8.34184	1.38645
8632	6.95672	764-61-7413	58.13381	10.89892	Kayla Herrera	6.31343	1.00000	66.25877	35.35422	yes	8.17320	42.25377	single	8.27329	8.18765	5.75105	2.06340
8633	9.36806	241-86-5436	46.99873	7.21642	Marie Davis	8.07010	1.00000	66.78511	17.12545	yes	8.88140	82.03457	married	6.90212	6.66251	7.54176	0.67737
8634	8.32636	586-99-9846	59.65639	7.58393	Tommy Reese	6.22499	0.00000	26.38205	18.45650	Y	8.78361	107.43587	married	5.89144	5.79822	8.98354	0.57998
8635	8.56121	827-34-5942	56.73837	8.19807	Richard Taylor	8.79799	1.00000	31.95413	28.07038	no	8.25228	28.55488	single	7.37227	7.69983	6.95473	1.11149
8636	9.55780	511-96-5648	48.15219	8.47593	Dr. Deborah Yates	7.84748	1.00000	41.48523	46.36514	yes	7.91169	49.43501	married	8.79347	6.41637	7.48561	2.82516
8637	5.94302	321-97-9306	42.49981	9.97438	Melinda Evans	8.41219	1.00000	42.59000	60.20012	Y	7.53470	102.71104	married	8.06974	5.98655	7.75542	1.59041
8638	8.54148	871-94-8369	59.41054	7.69735	Megan Brown	8.44307	0.00000	61.35567	24.42701	no	8.50294	69.64114	divoced	4.83185	8.02810	6.27652	0.55169
8639	7.78442	492-72-9512	55.44260	7.67526	Tony Johnson	6.27921	1.00000	38.05126	65.27115	no	7.53307	85.52132	married	7.84779	5.65920	7.65420	1.36622
